Club|Last Name|First Name|Pos|Base Salary|Compensation|year
SJ|Baca|Rafael|M|49500|49500|2013
DAL|Baladez|Bradlee|F|35125|36125|2013
RSL|Balchan|Rich|D|35125|35125|2013
SJ|Ballouchy|Mehdi|M|152006|152006|2013
NY|Barklage|Brandon|M|65000|71428.54|2013
HOU|Barnes|Giles|M|175000|184187.5|2013
NE|Barnes|Darrius|D|71467|72717|2013
CHI|Barouch|Orr|F|46500|46500|2013
NE|Barrett|Chad|F|105000|110709.17|2013
CLB|Barson|Chad|D|46500|46500|2013
SEA|Bates|Will|F|35125|35125|2013
RSL|Beckerman|Kyle|M|3e+05|328750|2013
CLB|Beckie|Drew|D|35125|35125|2013
SJ|Beitashour|Steven|D|49612.5|49612.5|2013
TOR|Bekker|Kyle|M|46500|72750|2013
RSL|Beltran|Anthony|D|166800|166800|2013
TOR|Bendik|Joe|GK|46500|46500|2013
NE|Bengtson|Jerry|F|132000|138840|2013
DAL|Benitez|Jair|D|90000|90000|2013
MTL|Bernardello|Hernan|M|250008|250008|2013
SJ|Bernardez|Victor|D|100008|100008|2013
MTL|Bernier|Patrice|F-M|143000|162333.25|2013
CHI|Berry|Austin|D|63425|78425|2013
CLB|Berti|Glauber|D|215000|263333.33|2013
KC|Besler|Matt|D|180000|180000|2013
KC|Bessone|Federico|D|46500|46500|2013
KC|Bieler|Claudio|F|2e+05|2e+05|2013
SJ|Bingham|David|GK|78100|122475|2013
TOR|Bloom|Mark|D|46500|46500|2013
CHV|Bocanegra|Carlos|D|228000|261333.33|2013
CHI|Bone|Corben|M|46500|49000|2013
HOU|Boniek Garcia|Oscar|F|130000|161250|2013
RSL|Borchers|Nat|D|200004|211972.75|2013
CHV|Borja|Carlos|D|46500|46500|2013
HOU|Boswell|Bobby|D|220000|220000|2013
NY|Bover|Ruben|M|35125|35125|2013
CHV|Bowen|Tristan|F|125000|156363.63|2013
TOR|Braun|Justin|F|112200|114700|2013
MTL|Brovsky|Jeb|M|80000|84000|2013
COL|Brown|Deshorn|F|65000|113000|2013
HOU|Bruin|Will|F|120000|165000|2013
HOU|Brunner|Eric|D|120000|120625|2013
COL|Buddle|Edson|F|275000|275000|2013
KC|Bunbury|Teal|F|110000|208000|2013
SEA|Burch|Marc|D|75000|75000|2013
CHV|Burling|Bobby|D|85000|88333.33|2013
SJ|Busch|Jon|GK|165000|176333.33|2013
MTL|Bush|Evan|GK|46500|46500|2013
NY|Bustamante|Michael|M-D|46500|46500|2013
NY|Cahill|Tim|M|3500000|3625000|2013
COL|Calderon|Diego|D|50000|50000|2013
NE|Caldwell|Scott|M|46500|54000|2013
TOR|Caldwell|Steven|D|79999.98|89999.98|2013
CHV|Calvert|Caleb|F|48000|55500|2013
MTL|Camara|Hassoun|D/M|115000|126625|2013
VAN|Cannon|Joe|GK|180500|189916.67|2013
NY|Carney|David|M|144000|167000|2013
HOU|Carr|Calen|F|90338|94588|2013
HOU|Carrasco|Servando|M|46500|46500|2013
PHI|Carroll|Brian|M|176400|176400|2013
COL|Cascio|Tony|M|64900|98650|2013
PHI|Casey|Conor|F|175000|175000|2013
SEA|Caskey|Alex|M|46500|46500|2013
NY|Castano|Santiago|GK|35125|35125|2013
DAL|Castillo|Fabian|F|60000|66250|2013
COL|Castrillon|Jaime|M|46500|46500|2013
SJ|Cato|Cordell|F|48000|48000|2013
COL|Ceus|Steward|GK|60000|70333.33|2013
HOU|Chabala|Michael|M|55008|57508|2013
POR|Chara|Diego|M|200004|243754|2013
SJ|Chavez|Marvin|M|175000|175000|2013
HOU|Ching|Brian|F|50000|75000|2013
NY|Christianson|Ian|M|46500|46500|2013
CHV|Chueca|Carlo|M|35125|35125|2013
HOU|Clark|Ricardo|M|274000|307750|2013
LA|Clark|Colin|M|80000|80000|2013
VAN|Clarke|Caleb|F|46500|46500|2013
LA|Cochrane|Greg|D|35125|35125|2013
KC|Collin|Aurelien|D|250000|256250|2013
TOR|Convey|Bobby|M|2e+05|215000|2013
DAL|Cooper|Kenny|F|325000|342500|2013
SJ|Corrales|Ramiro|M|60000|60000|2013
CHV|Correa|Jose Erick|F|60000|60000|2013
LA|Courtois|Laurent|M|46500|46500|2013
HOU|Creavalle|Warren|D|46500|46500|2013
MTL|Crepeau|Maxime|GK|35125|35125|2013
SJ|Cronin|Sam|M|175000|177500|2013
PHI|Cruz|Danny|M|120000|126500|2013
LA|Cudicini|Carlo|GK|150000|150000|2013
HOU|Cummings|Omar|F|225000|239000|2013
PHI|Daniel|Keon|M|80004|82891.5|2013
POR|Danso|Mamadou|D|83000|83000|2013
VAN|Davidson|Jun Marques|M|74250|78019.66|2013
NE|Davies|Charlie|F|48000|59250|2013
HOU|Davis|Brad|M|325000|372062.5|2013
CHV|de la Fuente|Bryan|F|35125|35125|2013
CHV|de Luna|Mario|D|120000|120000|2013
LA|DeLaGarza|AJ|D|120000|142500|2013
DC|DeLeon|Nick|M|70400|105400|2013
CHV|Delgado|Marco|M|50000|52500|2013
MTL|DelPiccolo|Paolo|M|35125|35125|2013
VAN|DeMerit|Jay|D|325000|375000|2013
SEA|Dempsey|Clint|F|4913004|5038566.5|2013
HOU|Deric|Tyler|GK|80000|87666.67|2013
DC|DeRosario|Dwayne|M|6e+05|645333.33|2013
MTL|Di Vaio|Marco|F|1000008|1937508|2013
DAL|Diaz|Mauro|M|312000|398000|2013
TOR|Dike|Bright|F|57750|60687.5|2013
HOU|Dixon|Alex|M|49612.5|54612.5|2013
LA|Donovan|Landon|F|2500000|2500000|2013
NE|Dorman|Andy|M|125000|125000|2013
CHI|Dos Santos|Maicon|F|157000|164433.33|2013
PHI|Dos Santos|Gilberto|M|60000|80000|2013
DC|Doyle|Conor|F|46500|46500|2013
HOU|Driver|Andrew|M|95000|95000|2013
NE|Duckett|Bilal|D|35125|35125|2013
CHI|Duka|Dilaver|M|140000|273000|2013
KC|Duke|Christian|D|35125|35125|2013
|Dunfield|Terry|M|120000|120000|2013
LA|Dunivant|Todd|D|150000|156750|2013
KC|Dwyer|Dom|F|65000|77500|2013
DC|Dykstra|Andrew|GK|46500|46500|2013
TOR|Earnshaw|Robert|F|138000|155150|2013
TOR|Eckersley|Richard|D|210000|310000|2013
PHI|Ekra|Yann|F|46500|46500|2013
KC|Ellis|Kevin|D|46500|47250|2013
TOR|Elmer|Jonas|D|124999.92|131488.2|2013
NY|Espindola|Fabian|F|150000|150000|2013
SEA|Estrada|David|F|48400|48400|2013
POR|Evans|Steven|M|46500|46500|2013
SEA|Evans|Brad|F|167296|181046|2013
PHI|Fabinho|Fabinho|D|78000|82500|2013
NE|Fagundez|Diego|F|99996|127196|2013
CHV|Farfan|Gabriel|M|50820|50820|2013
PHI|Farfan|Michael|M|98670|136170|2013
NE|Farrell|Andrew|D|80000|161000|2013
KC|Feilhaber|Benny|M|3e+05|312187.5|2013
PHI|Fernandes|Leo|M|35125|35125|2013
CHI|Fernandez|Alvaro|M|3e+05|366666.67|2013
DAL|Fernandez|Raul|GK|150000|237500|2013
RSL|Fernandez|Eduardo|GK|35125|35125|2013
MTL|Ferrari|Matteo|D|240000|295475|2013
DAL|Ferreira|David|M-F|625000|730000|2013
RSL|Findley|Robbie|F|175000|205500|2013
CLB|Finlay|Ethan|F|47300|62300|2013
CLB|Finley|Ryan|F|46500|74000|2013
CHV|Fondy|Matthew|F|46500|46500|2013
SEA|Ford|Josh|GK|46500|46500|2013
CHI|Francis|Shaun|D|46500|46500|2013
LA|Franklin|Sean|D|225000|248333.33|2013
TOR|Frei|Stefan|GK|145000|2e+05|2013
CHV|Frias|Jaime|D|60000|60000|2013
SJ|Fucito|Michael|MF|55000|57889.79|2013
PHI|Gaddis|Raymon|D|46500|46500|2013
DAL|Garcia|Danny|M|48000|64000|2013
LA|Garcia|Rafael|M|46500|46500|2013
RSL|Garcia|Olmes|F|120000|120000|2013
KC|Gardner|Joshua|M|60000|60000|2013
SJ|Gargan|Daniel|M|88000|88000|2013
SJ|Garza|Sam|M|71500|98000|2013
LA|Gaul|Bryan|F|46500|46500|2013
CLB|Gaven|Eddie|M-F|190000|195000|2013
SEA|Gavin|Blair|M|35125|35125|2013
CLB|Gehrig|Eric|M|46500|46500|2013
CLB|George|Kevan|M|46500|46500|2013
RSL|Gil|Luis|M|118750|213833.33|2013
POR|Gleeson|Jake|GK|60000|63263.75|2013
DAL|Goncalves|Jackson|D|144000|165375|2013
NE|Goncalves|Jose|D|75000|104375|2013
DAL|Gonzalez|Jesse|GK|35125|35125|2013
LA|Gonzalez|Omar|D|205000|282000|2013
SEA|Gonzalez|Leonardo|D|135000|135000|2013
SJ|Goodson|Clarence|D|315000|342000|2013
SJ|Gordon|Alan|F|175000|196666.67|2013
RSL|Grabavoy|Ned|M|155000|161666.67|2013
COL|Griffiths|Brenton|D|35125|35125|2013
RSL|Grossman|Cole|M|46500|46500|2013
CLB|Gruenebaum|Andy|GK|92220|93886.67|2013
SEA|Gspurning|Michael|GK|210000|285000|2013
CHI|Gulley|Kellen|F|65000|79000|2013
NE|Guy|Ryan|F|48510|48510|2013
SEA|Hahnemann|Marcus|GK|60000|60000|2013
HOU|Hall|Tally|GK|185000|198500|2013
TOR|Hall|Jeremy|D|80000|90000|2013
DC|Hamid|Bill|GK|75000|89750|2013
SJ|Harden|Ty|D|65000|68415.21|2013
POR|Harrington|Michael|M-D|140000|166833.33|2013
COL|Harris|Atiba|M-F|165000|173275|2013
NY|Hartman|Kevin|GK|46500|54000|2013
VAN|Harvey|Jordan|D|112500|112500|2013
DAL|Hassli|Eric|F|237276|262276|2013
DAL|Hedges|Matt|D|49500|64500|2013
VAN|Heinemann|Tommy|F|51975|51975|2013
NY|Henry|Thierry|F|3750000|4350000|2013
TOR|Henry|Doneil|D|50000|62083.33|2013
DAL|Hernandez|Moises|D|46500|48125|2013
PHI|Hernandez|Cristhian|M|62500|64375|2013
SJ|Hernandez|Jason|D|205000|208333.33|2013
POOL|Herrick|Doug|GK|35125|35125|2013
VAN|Hertzog|Corey|F|50004|60670.67|2013
CLB|Higuain|Federico|M-F|440000|604000|2013
COL|Hill|Kamani|M|46500|46500|2013
LA|Hoffman|Chandler|F|71500|97500|2013
NY|Holgersson|Markus|D|199500|199500|2013
PHI|Hoppenot|Antoine|F|48400|48400|2013
POR|Horst|David|D|70000|70000|2013
NE|Horth|Matthew|F|35125|35125|2013
CLB|Horton|Aaron|F|65000|80500|2013
SEA|Hurtado|Jhon Kennedy|D|190000|190000|2013
VAN|Hurtado|Erik|F/M|46500|81500|2013
CLB|Hyland|Kyle|D|35125|35125|2013
SEA|Ianni|Patrick|D|150000|150000|2013
DC|Iapichino|Dennis|D|110000|110000|2013
DAL|Ihemelu|Ugo|D|2e+05|2e+05|2013
NE|Imbongo|Dimitry|F|90000|99875|2013
CHV|Iraheta|Marvin|M|46500|46500|2013
COL|Irwin|Clint|GK|35125|35125|2013
DAL|Jacobson|Andrew|M|122500|135000|2013
SJ|Jahn|Adam|F|35125|35125|2013
DC|Jakovic|Dejan|D|280000|303341.33|2013
CHV|Jazic|Ante|D|132187.5|132187.5|2013
POR|Jean-Baptiste|Andrew|D|65000|80000|2013
DC|Jeffrey|Jared|M|54000|60200|2013
POR|Jewsbury|Jack|D|185000|194750|2013
LA|Jimenez|Hector|M|46500|46500|2013
DAL|John|George|D|275000|301666.67|2013
CHI|Johnson|Sean|GK|120000|153000|2013
HOU|Johnson|Jason|F|70000|111000|2013
POR|Johnson|Ryan|M|144704|144704|2013
POR|Johnson|Will|F|243750|243750|2013
SEA|Johnson|Eddie|F|150000|156333.33|2013
PHI|Jordan|Greg|M|46500|46500|2013
KC|Joseph|Peterson|M|46500|46500|2013
SEA|Joseph|Shalrie|M|60000|105500|2013
CHI|Jumper|Hunter|D|35125|35125|2013
LA|Juninho||M|290000|290000|2013
POR|Kah|Pa Modou|D|63999.96|68999.96|2013
CHI|Kann|Alec|GK|35125|35125|2013
PHI|Kassel|Matt|M|46500|46500|2013
LA|Keane|Robbie|F|4e+06|4333333.33|2013
DAL|Keel|Stephen|D|46500|46500|2013
DC|Kemp|Taylor|D|35125|35125|2013
KC|Kempin|Jonathan|GK|60000|67083.33|2013
CHV|Kennedy|Dan|GK|192500|194166.67|2013
NY|Kimura|Kosuke|D|1e+05|1e+05|2013
COL|Kindle|Kory|D|35125|35125|2013
CHI|King|Brendan|M|35125|35125|2013
CHI|Kinney|Steven|D|46500|46500|2013
DC|Kitchen|Perry|D|105000|190450|2013
VAN|Klazura|Greg|D|46500|46500|2013
PHI|Kleberson|Jose|M|495000|495000|2013
COL|Klute|Chris|D|46500|46500|2013
VAN|Knighton|Brad|GK|66000|68600|2013
VAN|Kobayashi|Daigo|M|225000|238833.33|2013
POR|Kocic|Milos|GK|49612|49612|2013
TOR|Koevermans|Danny|F|1250000|1663323.33|2013
VAN|Koffie|Gershon|M|165000|176000|2013
TOR|Konopka|Chris|GK|46500|46500|2013
DC|Korb|Chris|D|49613|49613|2013
KC|Kronberg|Eric|GK|76835|76835|2013
TOR|Laba|Matias|M|2e+05|2e+05|2013
COL|LaBrocca|Nick|M|120000|138333.33|2013
NY|Lade|Connor|D|55000|59213.21|2013
PHI|Lahoud|Michael|M|90000|93333.33|2013
TOR|Lambe|Reggie|M|67500|70000|2013
CLB|Lampson|Matt|GK|46500|46500|2013
CHI|Larentowicz|Jeff|D|225000|231000|2013
NE|Latigue|Gabe|M|35125|35125|2013
PHI|Le Toux|Sebastian|M|2e+05|212812.5|2013
MTL|Lefevre|Wandrille|M|35125|35125|2013
SJ|Lenhart|Steven|F|210000|217500|2013
VAN|Leveron|Johnny|D|60000|71187.5|2013
CHI|Lindpere|Joel|M|180000|205000|2013
HOU|Lopez|Alexander|M|192000|212000|2013
KC|Lopez|Mikey|M|75000|147000|2013
RSL|Lopez|Benjamin|F|35125|37730.43|2013
DAL|Loyd|Zach|M|92372.5|136997.5|2013
DAL|Luccin|Peter|M|90000|131000|2013
SEA|Lund|Philip|M|35125|35125|2013
NY|Luyindula|Peguy|F|79999.92|79999.92|2013
PHI|MacMath|Zac|GK|110000|155000|2013
CHI|Magee|Mike|F|185000|191666.67|2013
MTL|Mallace|Calum|M|47300|62300|2013
VAN|Manneh|Kekuta|F|55000|84500|2013
RSL|Mansally|Kenny|F|50000|57000|2013
MTL|Mapp|Justin|M|125000|137500|2013
HOU|Marscheider|Erich|GK|46500|46500|2013
CLB|Marshall|Chad|D|330000|361250|2013
DC|Martin|Collin|M|35125|49291.67|2013
RSL|Martinez|Enzo|M|71500|97500|2013
SJ|Martinez|Walter|M-F|90000|90000|2013
MTL|Martins|Felipe|M|150000|182500|2013
SEA|Martins|Obafemi|F|1600000|1725000|2013
LA|Mastroeni|Pablo|M-D|150000|2e+05|2013
VAN|Mattocks|Darren|F|120000|212000|2013
RSL|Maund|Aaron|D|35125|43458.33|2013
LA|McBean|Jack|F|80000|101000|2013
NE|McCarthy|Stephen|M|87120|118370|2013
NY|McCarty|Dax|M|180000|222500|2013
RSL|McDonald|Brandon|M|235000|273250|2013
SJ|McGlynn|Peter|D|35125|35125|2013
PHI|McInerney|Jack|F|125500|189666.67|2013
POR|McKenzie|Rauwshan|D|46500|46500|2013
CHV|McLain|Patrick|GK|46500|46500|2013
PHI|McLaughlin|James|M|60000|69000|2013
NY|Meara|Ryan|GK|65000|66250|2013
KC|Mechack|Jerome|D|35125|35125|2013
KC|Medranda|Jimmy|M|35125|35125|2013
CHV|Mejia|Edgar|M|140000|140000|2013
CHV|Melia|Tim|GK|60000|65000|2013
COL|Mera|German|D|46500|46500|2013
CLB|Meram|Justin|F|56320|80695|2013
MTL|Messoudi|Zakaria|M|35125|35125|2013
LA|Meyer|Tommy|D|47300|61050|2013
NY|Miazga|Matt|D|60000|66250|2013
KC|Miller|Kyle|M|35125|35125|2013
NY|Miller|Roy|M|123745|123745|2013
POR|Miller|Ryan|D|60000|65000|2013
VAN|Miller|Kenny|F|1114992|1124992|2013
CHV|Minda|Oswaldo|M|125000|143750|2013
VAN|Mitchell|Carlyle|D|46500|46500|2013
SEA|Moffat|Adam|M|150000|161608.33|2013
SEA|Montero|Fredy|F|7e+05|856000|2013
COL|Moor|Drew|D|235000|247000|2013
CHV|Morales|Julio|F|35125|35125|2013
RSL|Morales|Javier|M|3e+05|3e+05|2013
NY|Moreno|Amando|F|35125|35125|2013
TOR|Morgan|Ashtone|D|60000|72000|2013
SJ|Morrow|Justin|D|130000|139562.5|2013
COL|Mullan|Brian|M|162000|170335|2013
SJ|Muller|Tommy|D|35125|35125|2013
|Muniz|Nico|M|46500|48500|2013
COL|Mwanga|Danny|F|130000|171250|2013
KC|Myers|Chance|D-M|105000|120666.67|2013
KC|Nagamura|Paulo|M|265000|270500|2013
POR|Nagbe|Darlington|M/F|130000|266000|2013
POR|Nanchoff|Michael|M|46500|46500|2013
SEA|Neagle|Lamar|M|48400|48400|2013
DC|Neal|Lewis|M|90000|96440.63|2013
DAL|Neres da Cruz|Erick|M|84000|85875|2013
MTL|Nesta|Alessandro|D|260000|305000|2013
SJ|Newton|Evan|GK|46500|46500|2013
NE|Nguyen|Lee|M/F|73600|80100|2013
KC|Nielsen|Jimmy|GK|2e+05|220000|2013
PHI|Nikolov|Oka|GK|46500|46500|2013
DAL|Nunez|Ramon|M|65000|75000|2013
CHI|Nyarko|Patrick|F|230000|249500|2013
DC|Nyassi|Sainey|M|88200|94950|2013
MTL|Nyassi|Sanna|M|140000|147625|2013
NY|Obekop|Marius|M|35125|35125|2013
VAN|O'Brien|Andy|D|200012.04|230012.04|2013
CLB|Oduro|Dominic|F|120015|122015|2013
PHI|Okugo|Amobi|M|101250|184250|2013
NY|Olave|Jamison|D|275000|325000|2013
KC|Olum|Lawrence|M/D|46500|46500|2013
COL|O'Neill|Shane|M|49350|60850|2013
KC|Opara|Ike|D|90000|96250|2013
LA|Opare|Kofi|D|35125|35125|2013
CLB|O'Rourke|Danny|D|170000|175000|2013
TOR|Osorio|Jonathan|M|46500|46500|2013
MTL|Ouimette|Karl|D|46500|46500|2013
VAN|Ousted|David|GK|150000|166156.25|2013
HOU|Ownby|Brian|M|46500|46500|2013
DC|Pajoy|Lionard|F|190000|205000|2013
CHI|Paladini|Daniel|M|86625|91103.25|2013
RSL|Palmer|Lovel|M|67000|71500|2013
KC|Palmer-Brown|Erik|D|35125|35625|2013
MTL|Paponi|Daniele|F|72000|87000|2013
PHI|Parke|Jeff|D|205000|216500|2013
CHI|Pause|Logan|M|180000|197833.33|2013
NY|Pearce|Heath|D|331236|340736|2013
LA|Penedo|Jaime|GK|78000|81562.5|2013
DAL|Pereira|Michel|M/D|60000|81500|2013
DAL|Perez|Blas|F|3e+05|324250|2013
LA|Perk|Brian|GK|55000|58125|2013
MTL|Perkins|Troy|GK|225000|246833.33|2013
KC|Peterson|Jacob|F|1e+05|104833.33|2013
PHI|Pfeffer|Zach|M|65000|75000|2013
COL|Pickens|Matt|GK|190000|212933.33|2013
CHI|Pineda|Victor|M|46500|53242.42|2013
POR|Piquionne|Frederic|F|142000|150000|2013
MTL|Pisanu|Andrea|F|1e+05|148000|2013
RSL|Plata|Joao|F|60000|60000|2013
NE|Polak|Tyler|D|65000|78000|2013
DC|Pontius|Chris|M-F|330000|361000|2013
DC|Porter|Kyle|M|46500|54992.45|2013
POR|Powell|Alvas|D|35400|35400|2013
COL|Powers|Dillon|M|46500|79000|2013
CHI|Puppo|Federico|F|125000|125000|2013
CHV|Purdy|Steven|D|80004|80004|2013
NE|Reis|Matt|GK|165000|167666.67|2013
SEA|Remick|Dylan|D|35125|35125|2013
VAN|Reo-Coker|Nigel|D-M|2e+05|237362.5|2013
TOR|Rey|Alvaro|F|180000|204450|2013
LA|Ribeiro Da Silva|Leonardo|D|95000|95000|2013
POR|Richards|Brent|F|65625|73992.29|2013
TOR|Richter|Ryan|F|35125|35125|2013
POR|Ricketts|Donovan|GK|275000|3e+05|2013
DC|Riley|James|D|140000|145750|2013
RSL|Rimando|Nick|GK|2e+05|210833.33|2013
POR|Rincon|Sebastian|F|46500|46500|2013
POR|Ring|Brad|M|46500|46500|2013
CHI|Rios|Egidio|M|768000|768000|2013
MTL|Rivas|Nelson|D|75000|75000|2013
CHV|Rivera|Jose Manuel|F|116000|116000|2013
COL|Rivero|Martin|M|75000|75000|2013
TOR|Roberts|Quillan|GK|46500|46500|2013
NY|Robles|Luis|GK|75000|77500|2013
MTL|Rodriguez|Adrian Lopez|D|180000|180000|2013
MTL|Rodriguez|Maximiliano|M|35125|35125|2013
LA|Rogers|Robbie|F|90000|90000|2013
CHI|Rolfe|Chris|F|225000|248333.33|2013
MTL|Romero|Andres|F|48000|48000|2013
SEA|Rosales|Mauro|M|2e+05|225000|2013
SEA|Rose|Andy|M|46500|46500|2013
KC|Rosell|Oriol|M|110000|118750|2013
LA|Rowe|Brian|GK|46500|46500|2013
NE|Rowe|Kelyn|M|90000|171000|2013
LA|Rugg|Charlie|F|35125|35125|2013
DC|Ruiz|Carlos|F|75000|75000|2013
KC|Ruiz|Brendan|D|35125|35125|2013
VAN|Rusin|Brad|D|120000|120000|2013
TOR|Russell|Darel|M|99999.96|109874.96|2013
KC|Saad|Soony|F|46500|46500|2013
RSL|Saborio|Alvaro|F|360000|453333.33|2013
HOU|Salazar|Bryan|F|46500|47500|2013
RSL|Salcedo|Carlos|D|35125|35125|2013
VAN|Salgado|Omar|F|95000|136868.67|2013
SJ|Salinas|Shea|M|93975|100219.15|2013
NY|Sam|Lloyd|F|130000|130000|2013
CLB|Sanchez|Matias|M|190000|230000|2013
COL|Sanchez|Vincente|F|144000|186187.5|2013
DAL|Sanchez|Richard|GK|46500|63500|2013
RSL|Sandoval|Devon|F|35125|35125|2013
VAN|Sanvezzo|Camilo|F|210000|247500|2013
KC|Sapong|CJ|F|75000|92000|2013
DC|Saragosa|Marcelo|M|110000|110000|2013
HOU|Sarkodie|Kofi|D|1e+05|145500|2013
LA|Sarvas|Marcelo|M|157500|184375|2013
RSL|Saunders|Josh|GK|90000|95250|2013
CLB|Schoenfeld|Aaron|F|46500|46500|2013
RSL|Schuler|Chris|D|1e+05|117000|2013
SEA|Scott|Zach|D|50000|50000|2013
DC|Seaton|Michael|F|35125|38125|2013
CHI|Segares|Gonzalo|D|155000|168333.33|2013
DAL|Seitz|Chris|GK|90000|90000|2013
NY|Sekagya|Ibrahim|D|129999.96|158999.96|2013
NE|Sene|Saer|F|2e+05|211537.54|2013
COL|Serna|Dillon|M|46500|59500|2013
DC|Shanosky|Conor|D|75000|89218.83|2013
NE|Shuttleworth|Robert|GK|80004|84504|2013
DC|Silva|Luis|M|70400|105400|2013
POR|Silvestre|Mikael|D|180000|186666.67|2013
NE|Simms|Clyde|M|87500|90833.33|2013
KC|Sinovic|Seth|M-D|90000|96750|2013
CLB|Sloan|Shawn|M|35125|35125|2013
COL|Smith|Jamie|M|46500|46500|2013
MTL|Smith|Blake|M|46500|80250|2013
NE|Smith|Donnie|M|35125|35125|2013
NE|Soares|AJ|D|103345|143345|2013
NE|Soffner|Luis|GK|35125|35125|2013
LA|Sorto|Oscar|D|46500|48375|2013
CHV|Soto|Josue|M|35125|35125|2013
CHI|Soumare|Bakary|D|310000|350000|2013
CLB|Speas|Ben|F|62000|62000|2013
NY|Steele|Jonny|M|99996|107746|2013
LA|Stephens|Michael|M|84755|106005|2013
RSL|Stephenson|Khari|M|77500|81958.33|2013
RSL|Stertzer|John|M|46500|75250|2013
SJ|Stewart|Jordan|M-D|108000|108000|2013
COL|Sturgis|Nathan|D-M|93712.5|97962.5|2013
POOL|Stuver|Brad|GK|35125|35125|2013
DC|Syamsir|Alam|M|46500|46500|2013
HOU|Taylor|Jermaine|D|160000|169500|2013
CLB|Tchani|Tony|M|130000|155000|2013
VAN|Teibert|Russell|M|60000|65600|2013
COL|Thomas|Hendry|M|180000|2e+05|2013
TOR|Thomas|Michael|M|57750|60713.21|2013
VAN|Thomas|Simon|GK|35125|35125|2013
CHI|Thompson|Wells|M|105000|113125|2013
DC|Thorrington|John|M|150000|150000|2013
NE|Tierney|Chris|D-M|82265.63|83932.29|2013
MTL|Tissot|Maxim|D|35125|35125|2013
NE|Toja|Juan|M-F|275000|295000|2013
DAL|Top|Jonathan|F|46500|46500|2013
CHI|Tornaghi|Paolo|GK|46500|46500|2013
CHV|Torres|Erick|F|129996|129996|2013
COL|Torres|Gabriel|F|264000|276500|2013
PHI|Torres|Roger|M|121968|125093|2013
DC|Townsend|Casey|F|56650|91650|2013
SJ|Tracy|Marcus|F|46500|46500|2013
SEA|Traore|Djimi|D|120000|120000|2013
CLB|Trapp|Wil|M|1e+05|127000|2013
POR|Tucker-Gangnes|Dylan|D|35125|35125|2013
MTL|Ubiparipovic|Sinisa|M|57750|57750|2013
DAL|Ulloa|Victor|M|46500|49000|2013
POR|Urruti|Maximiliano|F|200000.04|200000.04|2013
PHI|Valdes|Carlos|D|321000|321000|2013
POR|Valencia|Jose Adolfo|F|50000|65000|2013
MTL|Valentin|Zarek|D|1e+05|152000|2013
POR|Valeri|Diego|M|4e+05|4e+05|2013
RSL|Velasquez|Sebastian|M|46500|46500|2013
CLB|Viana|Agustin|D-M|105000|131666.67|2013
CHI|Videira|Michael|M|46500|47125|2013
CHV|Villafana|Jorge|F|69300|70966.67|2013
LA|Villarreal|Joseph|M|46500|48375|2013
CLB|Wahl|Tyson|D|76000|80666.67|2013
LA|Walker|Kenney|M|46500|46500|2013
COL|Wallace|Anthony|D-M|66563.7|66563.7|2013
POR|Wallace|Rodney|M-D|125000|150000|2013
MTL|Warner|Collen|M-F|110000|137500|2013
DAL|Warshaw|Bobby|D|50820|62070|2013
CLB|Warzycha|Konrad|M|46500|46500|2013
DAL|Watson|JeVaughn|M|1e+05|116875|2013
VAN|Watson|Matt|M|68250|79251.98|2013
RSL|Watson-Siriboe|Kwame|D|53240|53240|2013
HOU|Weaver|Cam|F|1e+05|108406.67|2013
TOR|Welshman|Emery|F|46500|46500|2013
MTL|Wenger|Andrew|D/F|120000|222000|2013
PHI|Wheeler|Aaron|F|46500|46500|2013
DC|White|Ethan|D|75000|91000|2013
TOR|Wiedeman|Andrew|F|55000|65000|2013
CLB|Williams|Josh|D|52313|52313|2013
PHI|Williams|Sheanon|F|105000|110500|2013
DC|Willis|Joe|GK|46500|46500|2013
RSL|Wingert|Chris|D|160598|167598|2013
CLB|Withrow|Daniel|GK|35125|35125|2013
SJ|Wondolowski|Chris|M|550000|6e+05|2013
DAL|Woodberry|London|D|46500|46500|2013
NE|Woodbine|O'Brian|D|46500|49882.13|2013
DC|Woolard|Daniel|D|1e+05|1e+05|2013
NY|Wright-Phillips|Bradley|F|50000.04|92500.04|2013
COL|Wynne|Marvell|D|2e+05|285000|2013
SEA|Yedlin|DeAndre|D|50000|53500|2013
VAN|Young-Pyo|Lee|D|196900|231100|2013
SEA|Zakuani|Steve|F|135000|233000|2013
LA|Zardes|Gyasi|F|1e+05|173000|2013
SEA|Zavaleta|Eriq|F|65000|95600|2013
POR|Zemanski|Ben|M|73500|76000|2013
DAL|Zimmerman|Walker|D|75000|155100|2013
POR|Zizzo|Sal|F|76781|85987.77|2013
DAL|Zobeck|Kyle|GK|35125|35125|2013
KC|Zusi|Graham|F-M|350000|383250|2013
